dataset,method,mode,repetition,accuracy,balacc
ShapeletSim,NN5,pretrained-small,13,0.9,0.9
ShapeletSim,NN5,pretrained-small,14,0.9055555555555556,0.9055555555555556
ShapeletSim,NN5,pretrained-small,15,0.8611111111111112,0.8611111111111112
ShapeletSim,NN5,pretrained-small,16,0.8722222222222222,0.8722222222222222
ShapeletSim,NN5,pretrained-small,17,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,18,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,19,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,20,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,21,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,22,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,23,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,24,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,25,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,26,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,27,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,28,0.8833333333333333,0.8833333333333333
ShapeletSim,NN5,pretrained-small,29,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,30,0.9055555555555556,0.9055555555555556
MiddlePhalanxTW,NN5,pretrained-small,1,0.5909090909090909,0.4191040843214756
MiddlePhalanxTW,NN5,pretrained-small,2,0.5714285714285714,0.3645388669301712
MiddlePhalanxTW,NN5,pretrained-small,3,0.5584415584415584,0.4092240207457598
MiddlePhalanxTW,NN5,pretrained-small,4,0.5,0.3761264822134387
MiddlePhalanxTW,NN5,pretrained-small,5,0.5064935064935064,0.4029446640316205
MiddlePhalanxTW,NN5,pretrained-small,6,0.4935064935064935,0.4013116673986239
MiddlePhalanxTW,NN5,pretrained-small,7,0.538961038961039,0.3909486166007905
MiddlePhalanxTW,NN5,pretrained-small,8,0.5194805194805194,0.3757657318526883
MiddlePhalanxTW,NN5,pretrained-small,9,0.5064935064935064,0.3837283811196855
MiddlePhalanxTW,NN5,pretrained-small,10,0.525974025974026,0.3825501390718782
MiddlePhalanxTW,NN5,pretrained-small,11,0.4415584415584415,0.3431752305665349
MiddlePhalanxTW,NN5,pretrained-small,12,0.512987012987013,0.3949455214672606
MiddlePhalanxTW,NN5,pretrained-small,13,0.551948051948052,0.4196640316205533
MiddlePhalanxTW,NN5,pretrained-small,14,0.538961038961039,0.3798130372043415
MiddlePhalanxTW,NN5,pretrained-small,15,0.5454545454545454,0.38130183825836
MiddlePhalanxTW,NN5,pretrained-small,16,0.525974025974026,0.3551160675073718
MiddlePhalanxTW,NN5,pretrained-small,17,0.5,0.3617036827906393
MiddlePhalanxTW,NN5,pretrained-small,18,0.5194805194805194,0.3816410481627872
MiddlePhalanxTW,NN5,pretrained-small,19,0.5584415584415584,0.4263237969759708
MiddlePhalanxTW,NN5,pretrained-small,20,0.5064935064935064,0.3539475500345065
MiddlePhalanxTW,NN5,pretrained-small,21,0.474025974025974,0.3613743020264759
MiddlePhalanxTW,NN5,pretrained-small,22,0.487012987012987,0.3470214568040655
MiddlePhalanxTW,NN5,pretrained-small,23,0.512987012987013,0.3627617792835183
MiddlePhalanxTW,NN5,pretrained-small,24,0.512987012987013,0.3909747579312797
MiddlePhalanxTW,NN5,pretrained-small,25,0.525974025974026,0.3979231235752975
MiddlePhalanxTW,NN5,pretrained-small,26,0.512987012987013,0.3575164690382082
MiddlePhalanxTW,NN5,pretrained-small,27,0.525974025974026,0.3991302256519648
MiddlePhalanxTW,NN5,pretrained-small,28,0.551948051948052,0.3897076353598092
MiddlePhalanxTW,NN5,pretrained-small,29,0.512987012987013,0.3509988079553297
MiddlePhalanxTW,NN5,pretrained-small,30,0.551948051948052,0.3996399815965032
Symbols,NN5,pretrained-small,1,0.8592964824120602,0.8672182621450131
Symbols,NN5,pretrained-small,2,0.8743718592964824,0.8799981688555846
Symbols,NN5,pretrained-small,3,0.8492462311557789,0.8564064232863798
Symbols,NN5,pretrained-small,4,0.8301507537688442,0.8384598703956798
Symbols,NN5,pretrained-small,5,0.8522613065326633,0.8581529670936315
Symbols,NN5,pretrained-small,6,0.8532663316582915,0.8611550472105676
Symbols,NN5,pretrained-small,7,0.8592964824120602,0.8663279791168631
Symbols,NN5,pretrained-small,8,0.8592964824120602,0.8677518968746751
Symbols,NN5,pretrained-small,9,0.8623115577889447,0.8703788592587222
Symbols,NN5,pretrained-small,10,0.84321608040201,0.8525123087580398
Symbols,NN5,pretrained-small,11,0.8341708542713567,0.8449005912374301
Symbols,NN5,pretrained-small,12,0.8472361809045226,0.8553416084203671
Symbols,NN5,pretrained-small,13,0.8271356783919598,0.8377867700992189
Symbols,NN5,pretrained-small,14,0.864321608040201,0.8700456356593672
Symbols,NN5,pretrained-small,15,0.8311557788944723,0.8406627165821803
Symbols,NN5,pretrained-small,16,0.8341708542713567,0.8425458222051381
Symbols,NN5,pretrained-small,17,0.828140703517588,0.8363154616291415
Symbols,NN5,pretrained-small,18,0.8391959798994975,0.8482949650215964
Symbols,NN5,pretrained-small,19,0.8592964824120602,0.8662898708603798
Symbols,NN5,pretrained-small,20,0.8562814070351759,0.8637858436253647
Symbols,NN5,pretrained-small,21,0.8633165829145729,0.8690637933533608
Symbols,NN5,pretrained-small,22,0.8331658291457287,0.8415283079707633
Symbols,NN5,pretrained-small,23,0.8351758793969849,0.8450660843017666
Symbols,NN5,pretrained-small,24,0.842211055276382,0.8502012881918238
Symbols,NN5,pretrained-small,25,0.828140703517588,0.8382644273987655
Symbols,NN5,pretrained-small,26,0.8291457286432161,0.839162648730297
Symbols,NN5,pretrained-small,27,0.8532663316582915,0.8620514806284524
Symbols,NN5,pretrained-small,28,0.8472361809045226,0.8558887498475728
Symbols,NN5,pretrained-small,29,0.8512562814070351,0.8583245470267018
Symbols,NN5,pretrained-small,30,0.8482412060301507,0.8567992719585743
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,1,0.7266187050359713,0.7299724757351876
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,2,0.7194244604316546,0.6885701868752716
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,3,0.7050359712230215,0.6990583804143126
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,4,0.7266187050359713,0.7620744603795452
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,5,0.7050359712230215,0.6819643633202955
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,6,0.7050359712230215,0.7238591916558019
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,7,0.7122302158273381,0.752339562509054
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,8,0.7050359712230215,0.7285528031290743
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,9,0.7194244604316546,0.7238012458351442
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,10,0.697841726618705,0.6747501086484137
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,11,0.7194244604316546,0.7393307257714038
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,12,0.7410071942446043,0.7894248877299725
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,13,0.7266187050359713,0.7470664928292047
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,14,0.7482014388489209,0.7805881500796755
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,15,0.7410071942446043,0.7541938287701
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,16,0.7553956834532374,0.7805012313486891
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,17,0.7553956834532374,0.7810227437346082
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,18,0.762589928057554,0.7877154860205707
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,19,0.762589928057554,0.7866724612487325
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,20,0.7553956834532374,0.7810227437346082
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,21,0.7553956834532374,0.7815442561205274
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,22,0.7338129496402878,0.7319716065478777
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,23,0.7482014388489209,0.7769375633782413
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,24,0.7338129496402878,0.7822106330580906
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,25,0.7697841726618705,0.7918006663769376
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,26,0.7482014388489209,0.7935100680863393
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,27,0.7122302158273381,0.7694335796030711
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,28,0.7410071942446043,0.7702448210922789
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,29,0.7338129496402878,0.7645951035781545
DistalPhalanxOutlineAgeGroup,NN5,pretrained-small,30,0.7266187050359713,0.7423728813559322
Lightning7,NN5,pretrained-small,1,0.6027397260273972,0.6350877192982456
Lightning7,NN5,pretrained-small,2,0.6027397260273972,0.6289652703186537
Lightning7,NN5,pretrained-small,3,0.6164383561643836,0.6454827545053109
Lightning7,NN5,pretrained-small,4,0.6575342465753424,0.679985678481919
Lightning7,NN5,pretrained-small,5,0.6301369863013698,0.646234634204559
Lightning7,NN5,pretrained-small,6,0.6986301369863014,0.723141186299081
Lightning7,NN5,pretrained-small,7,0.6986301369863014,0.7170187373194892
Lightning7,NN5,pretrained-small,8,0.6575342465753424,0.6786967418546366
Lightning7,NN5,pretrained-small,9,0.7123287671232876,0.7297171500179019
Lightning7,NN5,pretrained-small,10,0.6712328767123288,0.7081035923141187
Lightning7,NN5,pretrained-small,11,0.6438356164383562,0.6605203484902732
Lightning7,NN5,pretrained-small,12,0.684931506849315,0.7124477861319967
Lightning7,NN5,pretrained-small,13,0.6438356164383562,0.6862990810359231
Lightning7,NN5,pretrained-small,14,0.6301369863013698,0.6676274018379281
Lightning7,NN5,pretrained-small,15,0.6438356164383562,0.672765246449457
Lightning7,NN5,pretrained-small,16,0.6712328767123288,0.7216374269005847
Lightning7,NN5,pretrained-small,17,0.7123287671232876,0.7358395989974937
Lightning7,NN5,pretrained-small,18,0.6575342465753424,0.6809285117555793
Lightning7,NN5,pretrained-small,19,0.6301369863013698,0.6787802840434419
Lightning7,NN5,pretrained-small,20,0.6712328767123288,0.6862155388471177
Lightning7,NN5,pretrained-small,21,0.6164383561643836,0.6583721207781358
Lightning7,NN5,pretrained-small,22,0.684931506849315,0.7156223893065998
Lightning7,NN5,pretrained-small,23,0.6712328767123288,0.7013366750208856
Lightning7,NN5,pretrained-small,24,0.589041095890411,0.6146795560329394
Lightning7,NN5,pretrained-small,25,0.6301369863013698,0.6771929824561403
Lightning7,NN5,pretrained-small,26,0.6438356164383562,0.6734097147630982
Lightning7,NN5,pretrained-small,27,0.6438356164383562,0.6734097147630982
Lightning7,NN5,pretrained-small,28,0.6438356164383562,0.672765246449457
Lightning7,NN5,pretrained-small,29,0.6438356164383562,0.67953216374269
Lightning7,NN5,pretrained-small,30,0.6986301369863014,0.7366750208855471
Phoneme,NN5,pretrained-small,1,0.3206751054852321,0.1590152161797559
Phoneme,NN5,pretrained-small,2,0.3074894514767932,0.1953138922380078
Phoneme,NN5,pretrained-small,3,0.305379746835443,0.1953147833929778
Phoneme,NN5,pretrained-small,4,0.3022151898734177,0.1916931894024604
Phoneme,NN5,pretrained-small,5,0.2964135021097046,0.2030364424865983
Phoneme,NN5,pretrained-small,6,0.3185654008438818,0.1934580128576156
Phoneme,NN5,pretrained-small,7,0.3196202531645569,0.1963044974704519
Phoneme,NN5,pretrained-small,8,0.3059071729957806,0.2243657859773581
Phoneme,NN5,pretrained-small,9,0.3154008438818565,0.213982909168453
Phoneme,NN5,pretrained-small,10,0.2985232067510548,0.1780464924313048
Phoneme,NN5,pretrained-small,11,0.3185654008438818,0.2038983350955057
Phoneme,NN5,pretrained-small,12,0.3090717299578059,0.1939927505368331
Phoneme,NN5,pretrained-small,13,0.3090717299578059,0.1808531440945223
Phoneme,NN5,pretrained-small,14,0.3201476793248945,0.1904583418600466
Phoneme,NN5,pretrained-small,15,0.3159282700421941,0.1876941695046914
Phoneme,NN5,pretrained-small,16,0.2911392405063291,0.2177118652107987
Phoneme,NN5,pretrained-small,17,0.3048523206751055,0.189505171750326
Phoneme,NN5,pretrained-small,18,0.3011603375527426,0.1739518417728691
Phoneme,NN5,pretrained-small,19,0.3090717299578059,0.1920048525809733
Phoneme,NN5,pretrained-small,20,0.2985232067510548,0.1976500626062002
Phoneme,NN5,pretrained-small,21,0.3032700421940928,0.1819637214009778
Phoneme,NN5,pretrained-small,22,0.3074894514767932,0.1929461952024014
Phoneme,NN5,pretrained-small,23,0.3059071729957806,0.1774231025095832
Phoneme,NN5,pretrained-small,24,0.2990506329113924,0.2041762909060883
Phoneme,NN5,pretrained-small,25,0.2906118143459915,0.1872876325838012
Phoneme,NN5,pretrained-small,26,0.3027426160337553,0.1880794931976856
Phoneme,NN5,pretrained-small,27,0.3159282700421941,0.186342991061809
Phoneme,NN5,pretrained-small,28,0.3016877637130801,0.1778759557679574
Phoneme,NN5,pretrained-small,29,0.3043248945147679,0.1771876294155354
Phoneme,NN5,pretrained-small,30,0.3043248945147679,0.1937873638340812
Wafer,NN5,pretrained-small,1,0.9988643737832577,0.9987025665637088
Wafer,NN5,pretrained-small,2,0.9990266060999352,0.997471584033734
Wafer,NN5,pretrained-small,3,0.99935107073329,0.999636297508638
Wafer,NN5,pretrained-small,4,0.99870214146658,0.9992725950172758
Wafer,NN5,pretrained-small,5,0.99935107073329,0.999636297508638
Wafer,NN5,pretrained-small,6,0.9985399091499026,0.9978597612416202
Wafer,NN5,pretrained-small,7,0.9983776768332252,0.9977688356187796
Wafer,NN5,pretrained-small,8,0.99870214146658,0.9992725950172758
Wafer,NN5,pretrained-small,9,0.9980532121998702,0.9982479384495062
Wafer,NN5,pretrained-small,10,0.9982154445165476,0.9989998181487544
Wafer,NN5,pretrained-small,11,0.9980532121998702,0.9989088925259136
Wafer,NN5,pretrained-small,12,0.9978909798831928,0.9988179669030732
Wafer,NN5,pretrained-small,13,0.9972420506164827,0.9977933103353036
Wafer,NN5,pretrained-small,14,0.9985399091499026,0.9985207153180278
Wafer,NN5,pretrained-small,15,0.9983776768332252,0.9984297896951873
Wafer,NN5,pretrained-small,16,0.9985399091499026,0.9991816693944352
Wafer,NN5,pretrained-small,17,0.99870214146658,0.9992725950172758
Wafer,NN5,pretrained-small,18,0.9985399091499026,0.9991816693944352
Wafer,NN5,pretrained-small,19,0.9980532121998702,0.9982479384495062
Wafer,NN5,pretrained-small,20,0.9982154445165476,0.9983388640723468
Wafer,NN5,pretrained-small,21,0.9983776768332252,0.9990907437715948
Wafer,NN5,pretrained-small,22,0.9982154445165476,0.9989998181487544
Wafer,NN5,pretrained-small,23,0.9980532121998702,0.9989088925259136
Wafer,NN5,pretrained-small,24,0.9975665152498376,0.9979751615809846
Wafer,NN5,pretrained-small,25,0.9988643737832577,0.9987025665637088
Wafer,NN5,pretrained-small,26,0.9990266060999352,0.9994544462629568
Wafer,NN5,pretrained-small,27,0.9977287475665152,0.9954222708981948
Wafer,NN5,pretrained-small,28,0.9988643737832577,0.9987025665637088
Wafer,NN5,pretrained-small,29,0.9991888384166124,0.99888441780939
Wafer,NN5,pretrained-small,30,0.99935107073329,0.999636297508638
Ham,NN5,pretrained-small,1,0.6857142857142857,0.684640522875817
Ham,NN5,pretrained-small,2,0.6571428571428571,0.6628540305010894
Ham,NN5,pretrained-small,3,0.7047619047619048,0.7064270152505446
Ham,NN5,pretrained-small,4,0.6666666666666666,0.6661220043572985
Ham,NN5,pretrained-small,5,0.6571428571428571,0.6574074074074074
Ham,NN5,pretrained-small,6,0.6952380952380952,0.6966230936819172
Ham,NN5,pretrained-small,7,0.6285714285714286,0.6323529411764706
Ham,NN5,pretrained-small,8,0.6666666666666666,0.6699346405228759
Ham,NN5,pretrained-small,9,0.6761904761904762,0.6797385620915033
Ham,NN5,pretrained-small,10,0.7047619047619048,0.7058823529411764
Ham,NN5,pretrained-small,11,0.6857142857142857,0.6879084967320261
Ham,NN5,pretrained-small,12,0.7047619047619048,0.7042483660130718
Ham,NN5,pretrained-small,13,0.6857142857142857,0.6884531590413943
Ham,NN5,pretrained-small,14,0.6095238095238096,0.6116557734204793
Ham,NN5,pretrained-small,15,0.6666666666666666,0.6683006535947713
Ham,NN5,pretrained-small,16,0.6666666666666666,0.6672113289760349
Ham,NN5,pretrained-small,17,0.7142857142857143,0.7173202614379085
Ham,NN5,pretrained-small,18,0.6761904761904762,0.6797385620915033
Ham,NN5,pretrained-small,19,0.6476190476190476,0.6497821350762527
Ham,NN5,pretrained-small,20,0.6476190476190476,0.6486928104575164
Ham,NN5,pretrained-small,21,0.6476190476190476,0.6497821350762527
Ham,NN5,pretrained-small,22,0.6666666666666666,0.670479302832244
Ham,NN5,pretrained-small,23,0.6666666666666666,0.6677559912854031
Ham,NN5,pretrained-small,24,0.6952380952380952,0.6977124183006536
Ham,NN5,pretrained-small,25,0.6571428571428571,0.6579520697167756
Ham,NN5,pretrained-small,26,0.6952380952380952,0.6966230936819172
Ham,NN5,pretrained-small,27,0.6761904761904762,0.6764705882352942
Ham,NN5,pretrained-small,28,0.638095238095238,0.6405228758169934
Ham,NN5,pretrained-small,29,0.6761904761904762,0.6786492374727668
Ham,NN5,pretrained-small,30,0.6857142857142857,0.6851851851851851
EthanolLevel,NN5,pretrained-small,1,0.296,0.2976510496671787
EthanolLevel,NN5,pretrained-small,2,0.558,0.5598118279569892
EthanolLevel,NN5,pretrained-small,3,0.38,0.3818804403481823
EthanolLevel,NN5,pretrained-small,4,0.602,0.6025345622119815
EthanolLevel,NN5,pretrained-small,5,0.434,0.4352278545826933
EthanolLevel,NN5,pretrained-small,6,0.518,0.5177291346646186
EthanolLevel,NN5,pretrained-small,7,0.59,0.5917818740399385
EthanolLevel,NN5,pretrained-small,8,0.344,0.3460701484895033
EthanolLevel,NN5,pretrained-small,9,0.578,0.5796530977982591
EthanolLevel,NN5,pretrained-small,10,0.56,0.5615719406041987
EthanolLevel,NN5,pretrained-small,11,0.57,0.5699884792626728
EthanolLevel,NN5,pretrained-small,12,0.58,0.5813172043010753
EthanolLevel,NN5,pretrained-small,13,0.61,0.6100550435227855
EthanolLevel,NN5,pretrained-small,14,0.554,0.5540834613415259
EthanolLevel,NN5,pretrained-small,15,0.486,0.4871031746031746
EthanolLevel,NN5,pretrained-small,16,0.572,0.5727406554019457
EthanolLevel,NN5,pretrained-small,17,0.556,0.5578597030209933
EthanolLevel,NN5,pretrained-small,18,0.602,0.602310547875064
EthanolLevel,NN5,pretrained-small,19,0.548,0.5486111111111112
EthanolLevel,NN5,pretrained-small,20,0.618,0.6187916026625704
EthanolLevel,NN5,pretrained-small,21,0.55,0.5512992831541219
EthanolLevel,NN5,pretrained-small,22,0.482,0.4836469534050179
EthanolLevel,NN5,pretrained-small,23,0.62,0.6203917050691244
EthanolLevel,NN5,pretrained-small,24,0.568,0.5691564260112647
EthanolLevel,NN5,pretrained-small,25,0.594,0.5941820276497696
EthanolLevel,NN5,pretrained-small,26,0.61,0.6105350742447516
EthanolLevel,NN5,pretrained-small,27,0.604,0.6045506912442395
EthanolLevel,NN5,pretrained-small,28,0.502,0.5030081925243215
EthanolLevel,NN5,pretrained-small,29,0.558,0.5586917562724014
EthanolLevel,NN5,pretrained-small,30,0.558,0.5599398361495136
Rock,NN5,pretrained-small,1,0.78,0.8015873015873016
Rock,NN5,pretrained-small,2,0.8,0.8194444444444444
Rock,NN5,pretrained-small,3,0.82,0.8472222222222222
Rock,NN5,pretrained-small,4,0.86,0.876984126984127
Rock,NN5,pretrained-small,5,0.82,0.8313492063492064
Rock,NN5,pretrained-small,6,0.82,0.8472222222222222
Rock,NN5,pretrained-small,7,0.82,0.8472222222222222
Rock,NN5,pretrained-small,8,0.86,0.8670634920634921
Rock,NN5,pretrained-small,9,0.8,0.8194444444444444
Rock,NN5,pretrained-small,10,0.8,0.8194444444444444
Rock,NN5,pretrained-small,11,0.8,0.8095238095238095
Rock,NN5,pretrained-small,12,0.86,0.8829365079365079
