dataset,method,mode,repetition,accuracy,balacc
SonyAIBORobotSurface1,NN5,pretrained-small,27,0.7720465890183028,0.7878048229258481
SonyAIBORobotSurface1,NN5,pretrained-small,28,0.7703826955074875,0.7863470969783262
SonyAIBORobotSurface1,NN5,pretrained-small,29,0.7703826955074875,0.7863470969783262
SonyAIBORobotSurface1,NN5,pretrained-small,30,0.7720465890183028,0.7878048229258481
GunPointOldVersusYoung,NN5,pretrained-small,1,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,2,0.9904761904761904,0.9903030303030302
GunPointOldVersusYoung,NN5,pretrained-small,3,0.9873015873015872,0.9872727272727272
GunPointOldVersusYoung,NN5,pretrained-small,4,0.9936507936507936,0.9933333333333334
GunPointOldVersusYoung,NN5,pretrained-small,5,0.9904761904761904,0.9903030303030302
GunPointOldVersusYoung,NN5,pretrained-small,6,0.9904761904761904,0.99
GunPointOldVersusYoung,NN5,pretrained-small,7,0.9936507936507936,0.9933333333333334
GunPointOldVersusYoung,NN5,pretrained-small,8,0.9809523809523808,0.98
GunPointOldVersusYoung,NN5,pretrained-small,9,0.9936507936507936,0.9933333333333334
GunPointOldVersusYoung,NN5,pretrained-small,10,0.9936507936507936,0.9933333333333334
GunPointOldVersusYoung,NN5,pretrained-small,11,0.9904761904761904,0.9903030303030302
GunPointOldVersusYoung,NN5,pretrained-small,12,0.9904761904761904,0.9903030303030302
GunPointOldVersusYoung,NN5,pretrained-small,13,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,14,0.9873015873015872,0.9866666666666668
GunPointOldVersusYoung,NN5,pretrained-small,15,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,16,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,17,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,18,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,19,0.984126984126984,0.9833333333333334
GunPointOldVersusYoung,NN5,pretrained-small,20,0.9873015873015872,0.9866666666666668
GunPointOldVersusYoung,NN5,pretrained-small,21,0.9809523809523808,0.9803030303030302
GunPointOldVersusYoung,NN5,pretrained-small,22,0.984126984126984,0.9836363636363636
GunPointOldVersusYoung,NN5,pretrained-small,23,0.9873015873015872,0.9866666666666668
GunPointOldVersusYoung,NN5,pretrained-small,24,0.9904761904761904,0.99
GunPointOldVersusYoung,NN5,pretrained-small,25,0.9873015873015872,0.9869696969696968
GunPointOldVersusYoung,NN5,pretrained-small,26,0.9936507936507936,0.9933333333333334
GunPointOldVersusYoung,NN5,pretrained-small,27,0.9904761904761904,0.9903030303030302
GunPointOldVersusYoung,NN5,pretrained-small,28,0.984126984126984,0.9836363636363636
GunPointOldVersusYoung,NN5,pretrained-small,29,0.984126984126984,0.9836363636363636
GunPointOldVersusYoung,NN5,pretrained-small,30,0.9873015873015872,0.9869696969696968
NonInvasiveFetalECGThorax1,NN5,pretrained-small,1,0.4381679389312977,0.4441616056969257
NonInvasiveFetalECGThorax1,NN5,pretrained-small,2,0.5577608142493639,0.5606680468509438
NonInvasiveFetalECGThorax1,NN5,pretrained-small,3,0.5587786259541985,0.5617346763358451
NonInvasiveFetalECGThorax1,NN5,pretrained-small,4,0.6834605597964376,0.6838563708594317
NonInvasiveFetalECGThorax1,NN5,pretrained-small,5,0.7048346055979644,0.7041478480591328
NonInvasiveFetalECGThorax1,NN5,pretrained-small,6,0.6702290076335878,0.6730163711544727
NonInvasiveFetalECGThorax1,NN5,pretrained-small,7,0.716030534351145,0.7156340565838947
NonInvasiveFetalECGThorax1,NN5,pretrained-small,8,0.7195928753180661,0.7161596083337363
NonInvasiveFetalECGThorax1,NN5,pretrained-small,9,0.7114503816793893,0.7092628472747249
NonInvasiveFetalECGThorax1,NN5,pretrained-small,10,0.7297709923664122,0.7293979996974514
NonInvasiveFetalECGThorax1,NN5,pretrained-small,11,0.7246819338422392,0.723146431598711
NonInvasiveFetalECGThorax1,NN5,pretrained-small,12,0.6982188295165395,0.6988134018289534
NonInvasiveFetalECGThorax1,NN5,pretrained-small,13,0.7776081424936386,0.7752174882122709
NonInvasiveFetalECGThorax1,NN5,pretrained-small,14,0.7287531806615776,0.7296929692650536
NonInvasiveFetalECGThorax1,NN5,pretrained-small,15,0.7424936386768448,0.7377895087508454
NonInvasiveFetalECGThorax1,NN5,pretrained-small,16,0.7475826972010178,0.7451481167065284
NonInvasiveFetalECGThorax1,NN5,pretrained-small,17,0.7638676844783715,0.764681029939112
NonInvasiveFetalECGThorax1,NN5,pretrained-small,18,0.7155216284987277,0.7122608216814734
NonInvasiveFetalECGThorax1,NN5,pretrained-small,19,0.7786259541984732,0.7770592065614077
NonInvasiveFetalECGThorax1,NN5,pretrained-small,20,0.7267175572519083,0.7260193334543449
NonInvasiveFetalECGThorax1,NN5,pretrained-small,21,0.7735368956743003,0.771659054120933
NonInvasiveFetalECGThorax1,NN5,pretrained-small,22,0.6992366412213741,0.6964195592306539
NonInvasiveFetalECGThorax1,NN5,pretrained-small,23,0.7857506361323155,0.7829562779980392
NonInvasiveFetalECGThorax1,NN5,pretrained-small,24,0.721119592875318,0.7204820691760303
NonInvasiveFetalECGThorax1,NN5,pretrained-small,25,0.749618320610687,0.7504810929532303
NonInvasiveFetalECGThorax1,NN5,pretrained-small,26,0.7592875318066158,0.7588584395413733
NonInvasiveFetalECGThorax1,NN5,pretrained-small,27,0.7699745547073792,0.7677081016993194
NonInvasiveFetalECGThorax1,NN5,pretrained-small,28,0.7913486005089059,0.7899403140976964
NonInvasiveFetalECGThorax1,NN5,pretrained-small,29,0.7786259541984732,0.7766962310941775
NonInvasiveFetalECGThorax1,NN5,pretrained-small,30,0.7338422391857506,0.7341047497921107
ToeSegmentation1,NN5,pretrained-small,1,0.8903508771929824,0.8907407407407407
ToeSegmentation1,NN5,pretrained-small,2,0.881578947368421,0.8842592592592593
ToeSegmentation1,NN5,pretrained-small,3,0.8903508771929824,0.8944444444444444
ToeSegmentation1,NN5,pretrained-small,4,0.8771929824561403,0.8787037037037038
ToeSegmentation1,NN5,pretrained-small,5,0.8771929824561403,0.8787037037037038
ToeSegmentation1,NN5,pretrained-small,6,0.8377192982456141,0.8375
ToeSegmentation1,NN5,pretrained-small,7,0.8596491228070176,0.8625
ToeSegmentation1,NN5,pretrained-small,8,0.8552631578947368,0.8527777777777779
ToeSegmentation1,NN5,pretrained-small,9,0.868421052631579,0.8726851851851851
ToeSegmentation1,NN5,pretrained-small,10,0.881578947368421,0.8814814814814815
ToeSegmentation1,NN5,pretrained-small,11,0.8771929824561403,0.8787037037037038
ToeSegmentation1,NN5,pretrained-small,12,0.881578947368421,0.8837962962962963
ToeSegmentation1,NN5,pretrained-small,13,0.9078947368421052,0.9097222222222222
ToeSegmentation1,NN5,pretrained-small,14,0.881578947368421,0.8819444444444444
ToeSegmentation1,NN5,pretrained-small,15,0.8464912280701754,0.8490740740740741
ToeSegmentation1,NN5,pretrained-small,16,0.8508771929824561,0.8509259259259259
ToeSegmentation1,NN5,pretrained-small,17,0.8552631578947368,0.8578703703703704
ToeSegmentation1,NN5,pretrained-small,18,0.8771929824561403,0.8800925925925926
ToeSegmentation1,NN5,pretrained-small,19,0.8464912280701754,0.8462962962962963
ToeSegmentation1,NN5,pretrained-small,20,0.8640350877192983,0.8652777777777778
ToeSegmentation1,NN5,pretrained-small,21,0.8552631578947368,0.8555555555555556
ToeSegmentation1,NN5,pretrained-small,22,0.8596491228070176,0.8587962962962963
ToeSegmentation1,NN5,pretrained-small,23,0.868421052631579,0.8699074074074074
ToeSegmentation1,NN5,pretrained-small,24,0.8508771929824561,0.8550925925925926
ToeSegmentation1,NN5,pretrained-small,25,0.8464912280701754,0.850462962962963
ToeSegmentation1,NN5,pretrained-small,26,0.8508771929824561,0.8537037037037037
ToeSegmentation1,NN5,pretrained-small,27,0.8289473684210527,0.8328703703703704
ToeSegmentation1,NN5,pretrained-small,28,0.8508771929824561,0.8537037037037037
ToeSegmentation1,NN5,pretrained-small,29,0.8596491228070176,0.8625
ToeSegmentation1,NN5,pretrained-small,30,0.8552631578947368,0.8527777777777779
SemgHandGenderCh2,NN5,pretrained-small,1,0.605,0.6521978021978022
SemgHandGenderCh2,NN5,pretrained-small,2,0.7183333333333334,0.6888278388278388
SemgHandGenderCh2,NN5,pretrained-small,3,0.69,0.6736263736263737
SemgHandGenderCh2,NN5,pretrained-small,4,0.675,0.6686813186813187
SemgHandGenderCh2,NN5,pretrained-small,5,0.6016666666666667,0.6397435897435897
SemgHandGenderCh2,NN5,pretrained-small,6,0.6833333333333333,0.6706959706959708
SemgHandGenderCh2,NN5,pretrained-small,7,0.68,0.665934065934066
SemgHandGenderCh2,NN5,pretrained-small,8,0.6916666666666667,0.6496336996336995
SemgHandGenderCh2,NN5,pretrained-small,9,0.6466666666666666,0.6567765567765568
SemgHandGenderCh2,NN5,pretrained-small,10,0.6666666666666666,0.6567765567765568
SemgHandGenderCh2,NN5,pretrained-small,11,0.6916666666666667,0.6705128205128206
SemgHandGenderCh2,NN5,pretrained-small,12,0.64,0.6538461538461537
SemgHandGenderCh2,NN5,pretrained-small,13,0.665,0.6697802197802198
SemgHandGenderCh2,NN5,pretrained-small,14,0.6483333333333333,0.658058608058608
SemgHandGenderCh2,NN5,pretrained-small,15,0.7016666666666667,0.6880952380952381
SemgHandGenderCh2,NN5,pretrained-small,16,0.735,0.6895604395604396
SemgHandGenderCh2,NN5,pretrained-small,17,0.72,0.6813186813186813
SemgHandGenderCh2,NN5,pretrained-small,18,0.65,0.6615384615384615
SemgHandGenderCh2,NN5,pretrained-small,19,0.71,0.6758241758241759
SemgHandGenderCh2,NN5,pretrained-small,20,0.6716666666666666,0.6672161172161173
SemgHandGenderCh2,NN5,pretrained-small,21,0.6916666666666667,0.6617216117216117
SemgHandGenderCh2,NN5,pretrained-small,22,0.7283333333333334,0.6932234432234432
SemgHandGenderCh2,NN5,pretrained-small,23,0.6766666666666666,0.6666666666666666
SemgHandGenderCh2,NN5,pretrained-small,24,0.69,0.6637362637362637
SemgHandGenderCh2,NN5,pretrained-small,25,0.7183333333333334,0.6833333333333333
SemgHandGenderCh2,NN5,pretrained-small,26,0.6816666666666666,0.6727106227106228
SemgHandGenderCh2,NN5,pretrained-small,27,0.715,0.7005494505494505
SemgHandGenderCh2,NN5,pretrained-small,28,0.675,0.6499999999999999
SemgHandGenderCh2,NN5,pretrained-small,29,0.7266666666666667,0.6842490842490843
SemgHandGenderCh2,NN5,pretrained-small,30,0.7033333333333334,0.673992673992674
MoteStrain,NN5,pretrained-small,1,0.8746006389776357,0.8771615636433661
MoteStrain,NN5,pretrained-small,2,0.8178913738019169,0.8041876885551063
MoteStrain,NN5,pretrained-small,3,0.902555910543131,0.9028358687977406
MoteStrain,NN5,pretrained-small,4,0.8314696485623003,0.8403068232877591
MoteStrain,NN5,pretrained-small,5,0.8905750798722045,0.8856858591693948
MoteStrain,NN5,pretrained-small,6,0.8945686900958466,0.8953026510045574
MoteStrain,NN5,pretrained-small,7,0.865814696485623,0.8653649143077219
MoteStrain,NN5,pretrained-small,8,0.8801916932907349,0.884233904615187
MoteStrain,NN5,pretrained-small,9,0.8881789137380192,0.8839668784902754
MoteStrain,NN5,pretrained-small,10,0.8937699680511182,0.8920457025483022
MoteStrain,NN5,pretrained-small,11,0.8698083067092651,0.8626522883368637
MoteStrain,NN5,pretrained-small,12,0.889776357827476,0.8862032222864111
MoteStrain,NN5,pretrained-small,13,0.8857827476038339,0.8811156043391746
MoteStrain,NN5,pretrained-small,14,0.8889776357827476,0.8853366711598947
MoteStrain,NN5,pretrained-small,15,0.8849840255591054,0.8802490532126581
MoteStrain,NN5,pretrained-small,16,0.889776357827476,0.8860774119006355
MoteStrain,NN5,pretrained-small,17,0.884185303514377,0.8793825020861417
MoteStrain,NN5,pretrained-small,18,0.8865814696485623,0.8821079658514668
MoteStrain,NN5,pretrained-small,19,0.9001597444089456,0.8987264907888824
MoteStrain,NN5,pretrained-small,20,0.8945686900958466,0.8956800821618847
MoteStrain,NN5,pretrained-small,21,0.8929712460063898,0.894198600680403
MoteStrain,NN5,pretrained-small,22,0.8945686900958466,0.8951768406187817
MoteStrain,NN5,pretrained-small,23,0.8929712460063898,0.8931921175941973
MoteStrain,NN5,pretrained-small,24,0.8929712460063898,0.8931921175941973
MoteStrain,NN5,pretrained-small,25,0.8738019169329073,0.8776789267603826
MoteStrain,NN5,pretrained-small,26,0.8985623003194888,0.8944771808203351
MoteStrain,NN5,pretrained-small,27,0.895367412140575,0.8965466332884011
MoteStrain,NN5,pretrained-small,28,0.895367412140575,0.8960433917452981
MoteStrain,NN5,pretrained-small,29,0.8937699680511182,0.895316772578471
MoteStrain,NN5,pretrained-small,30,0.8945686900958466,0.8966865652480904
Trace,NN5,pretrained-small,1,1.0,1.0
Trace,NN5,pretrained-small,2,1.0,1.0
Trace,NN5,pretrained-small,3,1.0,1.0
Trace,NN5,pretrained-small,4,1.0,1.0
Trace,NN5,pretrained-small,5,1.0,1.0
Trace,NN5,pretrained-small,6,1.0,1.0
Trace,NN5,pretrained-small,7,1.0,1.0
Trace,NN5,pretrained-small,8,0.99,0.9910714285714286
Trace,NN5,pretrained-small,9,0.99,0.9910714285714286
Trace,NN5,pretrained-small,10,1.0,1.0
Trace,NN5,pretrained-small,11,1.0,1.0
Trace,NN5,pretrained-small,12,1.0,1.0
Trace,NN5,pretrained-small,13,1.0,1.0
Trace,NN5,pretrained-small,14,1.0,1.0
Trace,NN5,pretrained-small,15,1.0,1.0
Trace,NN5,pretrained-small,16,1.0,1.0
Trace,NN5,pretrained-small,17,0.99,0.9910714285714286
Trace,NN5,pretrained-small,18,0.99,0.9910714285714286
Trace,NN5,pretrained-small,19,1.0,1.0
Trace,NN5,pretrained-small,20,1.0,1.0
Trace,NN5,pretrained-small,21,1.0,1.0
Trace,NN5,pretrained-small,22,1.0,1.0
Trace,NN5,pretrained-small,23,1.0,1.0
Trace,NN5,pretrained-small,24,0.99,0.9910714285714286
Trace,NN5,pretrained-small,25,0.99,0.9910714285714286
Trace,NN5,pretrained-small,26,1.0,1.0
Trace,NN5,pretrained-small,27,1.0,1.0
Trace,NN5,pretrained-small,28,0.99,0.9910714285714286
Trace,NN5,pretrained-small,29,1.0,1.0
Trace,NN5,pretrained-small,30,1.0,1.0
MedicalImages,NN5,pretrained-small,1,0.6855263157894737,0.5550961157147631
MedicalImages,NN5,pretrained-small,2,0.7078947368421052,0.6787477497671686
MedicalImages,NN5,pretrained-small,3,0.7289473684210527,0.6928014014650018
MedicalImages,NN5,pretrained-small,4,0.7157894736842105,0.6974871598497022
MedicalImages,NN5,pretrained-small,5,0.6855263157894737,0.6959233147889612
MedicalImages,NN5,pretrained-small,6,0.7315789473684211,0.6718784270391399
MedicalImages,NN5,pretrained-small,7,0.7144736842105263,0.6708852122174043
MedicalImages,NN5,pretrained-small,8,0.7302631578947368,0.6692009837404298
MedicalImages,NN5,pretrained-small,9,0.7118421052631579,0.6632695566666464
MedicalImages,NN5,pretrained-small,10,0.7,0.6623807152934701
MedicalImages,NN5,pretrained-small,11,0.7144736842105263,0.6843201031166856
MedicalImages,NN5,pretrained-small,12,0.718421052631579,0.6724822944967014
MedicalImages,NN5,pretrained-small,13,0.7105263157894737,0.6777590197114165
MedicalImages,NN5,pretrained-small,14,0.7092105263157895,0.6496339027450838
MedicalImages,NN5,pretrained-small,15,0.7144736842105263,0.6683791195959025
MedicalImages,NN5,pretrained-small,16,0.7197368421052631,0.6669305791125154
MedicalImages,NN5,pretrained-small,17,0.7263157894736842,0.6643242096766456
MedicalImages,NN5,pretrained-small,18,0.7210526315789474,0.6727806172173489
MedicalImages,NN5,pretrained-small,19,0.718421052631579,0.6809603470590497
MedicalImages,NN5,pretrained-small,20,0.6881578947368421,0.6545657805261592
MedicalImages,NN5,pretrained-small,21,0.7039473684210527,0.6770746128682252
MedicalImages,NN5,pretrained-small,22,0.7131578947368421,0.6791295976102202
MedicalImages,NN5,pretrained-small,23,0.7210526315789474,0.6812754331831761
MedicalImages,NN5,pretrained-small,24,0.7144736842105263,0.663810548008995
MedicalImages,NN5,pretrained-small,25,0.7131578947368421,0.6601958523708689
MedicalImages,NN5,pretrained-small,26,0.718421052631579,0.6768209922393881
MedicalImages,NN5,pretrained-small,27,0.7065789473684211,0.6621494385824371
MedicalImages,NN5,pretrained-small,28,0.7,0.6859963654721101
MedicalImages,NN5,pretrained-small,29,0.7144736842105263,0.6928476769474419
MedicalImages,NN5,pretrained-small,30,0.7328947368421053,0.7149009570762727
Haptics,NN5,pretrained-small,1,0.4837662337662338,0.4848048931991126
Haptics,NN5,pretrained-small,2,0.4253246753246753,0.4365606163367848
Haptics,NN5,pretrained-small,3,0.461038961038961,0.4718882537924056
Haptics,NN5,pretrained-small,4,0.4902597402597403,0.4938221280360325
Haptics,NN5,pretrained-small,5,0.487012987012987,0.4898392952682525
Haptics,NN5,pretrained-small,6,0.4707792207792208,0.467832197138213
Haptics,NN5,pretrained-small,7,0.5,0.5049458017481266
Haptics,NN5,pretrained-small,8,0.5,0.5043710800177953
Haptics,NN5,pretrained-small,9,0.4448051948051948,0.4483479737490222
Haptics,NN5,pretrained-small,10,0.5,0.505105277964357
Haptics,NN5,pretrained-small,11,0.474025974025974,0.4790025399013117
Haptics,NN5,pretrained-small,12,0.512987012987013,0.5144593604886147
Haptics,NN5,pretrained-small,13,0.4772727272727273,0.4832399370767437
Haptics,NN5,pretrained-small,14,0.4772727272727273,0.4824914967099046
Haptics,NN5,pretrained-small,15,0.5162337662337663,0.5177820351777058
Haptics,NN5,pretrained-small,16,0.4935064935064935,0.4980396090849086
Haptics,NN5,pretrained-small,17,0.4805194805194805,0.4801307605746836
Haptics,NN5,pretrained-small,18,0.4935064935064935,0.4949375910482654
Haptics,NN5,pretrained-small,19,0.4577922077922078,0.4614333450369426
Haptics,NN5,pretrained-small,20,0.5032467532467533,0.5043267716793007
Haptics,NN5,pretrained-small,21,0.4805194805194805,0.4866197868053071
Haptics,NN5,pretrained-small,22,0.474025974025974,0.4761123390208513
Haptics,NN5,pretrained-small,23,0.4772727272727273,0.4776382316209717
Haptics,NN5,pretrained-small,24,0.487012987012987,0.4882643838086016
Haptics,NN5,pretrained-small,25,0.4935064935064935,0.4948526799084646
Haptics,NN5,pretrained-small,26,0.5064935064935064,0.5076939328052897
Haptics,NN5,pretrained-small,27,0.4902597402597403,0.4922888643428096
Haptics,NN5,pretrained-small,28,0.4772727272727273,0.4779765277208347
Haptics,NN5,pretrained-small,29,0.512987012987013,0.5145539125674956
Haptics,NN5,pretrained-small,30,0.487012987012987,0.4897020050245557
BeetleFly,NN5,pretrained-small,1,0.65,0.65
BeetleFly,NN5,pretrained-small,2,0.7,0.7
BeetleFly,NN5,pretrained-small,3,0.6,0.6000000000000001
BeetleFly,NN5,pretrained-small,4,0.6,0.6
BeetleFly,NN5,pretrained-small,5,0.65,0.65
BeetleFly,NN5,pretrained-small,6,0.65,0.65
BeetleFly,NN5,pretrained-small,7,0.75,0.75
BeetleFly,NN5,pretrained-small,8,0.6,0.6000000000000001
BeetleFly,NN5,pretrained-small,9,0.75,0.75
BeetleFly,NN5,pretrained-small,10,0.75,0.75
BeetleFly,NN5,pretrained-small,11,0.8,0.8
BeetleFly,NN5,pretrained-small,12,0.65,0.65
BeetleFly,NN5,pretrained-small,13,0.6,0.6
BeetleFly,NN5,pretrained-small,14,0.7,0.7
BeetleFly,NN5,pretrained-small,15,0.5,0.5
BeetleFly,NN5,pretrained-small,16,0.6,0.6000000000000001
BeetleFly,NN5,pretrained-small,17,0.65,0.65
BeetleFly,NN5,pretrained-small,18,0.55,0.55
BeetleFly,NN5,pretrained-small,19,0.5,0.5
BeetleFly,NN5,pretrained-small,20,0.6,0.6
BeetleFly,NN5,pretrained-small,21,0.6,0.6
BeetleFly,NN5,pretrained-small,22,0.6,0.6
BeetleFly,NN5,pretrained-small,23,0.6,0.6
BeetleFly,NN5,pretrained-small,24,0.6,0.6
BeetleFly,NN5,pretrained-small,25,0.6,0.6
BeetleFly,NN5,pretrained-small,26,0.65,0.65
BeetleFly,NN5,pretrained-small,27,0.65,0.65
BeetleFly,NN5,pretrained-small,28,0.65,0.65
BeetleFly,NN5,pretrained-small,29,0.7,0.7
BeetleFly,NN5,pretrained-small,30,0.7,0.7
WordSynonyms,NN5,pretrained-small,1,0.4420062695924764,0.2875087872846227
WordSynonyms,NN5,pretrained-small,2,0.5047021943573667,0.3954004964674603
WordSynonyms,NN5,pretrained-small,3,0.54858934169279,0.3882628135242099
WordSynonyms,NN5,pretrained-small,4,0.5297805642633229,0.3875997333923564
WordSynonyms,NN5,pretrained-small,5,0.54858934169279,0.380649736074632
WordSynonyms,NN5,pretrained-small,6,0.5611285266457681,0.3862914914640653
WordSynonyms,NN5,pretrained-small,7,0.567398119122257,0.3889030513275202
WordSynonyms,NN5,pretrained-small,8,0.5517241379310345,0.3874941937058944
WordSynonyms,NN5,pretrained-small,9,0.5595611285266457,0.4118285486947011
WordSynonyms,NN5,pretrained-small,10,0.5438871473354232,0.3835083365384956
WordSynonyms,NN5,pretrained-small,11,0.5642633228840125,0.3839126102833266
WordSynonyms,NN5,pretrained-small,12,0.5626959247648903,0.3978891123140883
WordSynonyms,NN5,pretrained-small,13,0.5815047021943573,0.4258769399586096
WordSynonyms,NN5,pretrained-small,14,0.5721003134796239,0.4047979325633857
WordSynonyms,NN5,pretrained-small,15,0.5862068965517241,0.4248558596190709
WordSynonyms,NN5,pretrained-small,16,0.5595611285266457,0.4164184883654831
WordSynonyms,NN5,pretrained-small,17,0.54858934169279,0.3811998906043958
WordSynonyms,NN5,pretrained-small,18,0.5532915360501567,0.3776696204729993
WordSynonyms,NN5,pretrained-small,19,0.5642633228840125,0.4003744981546572
WordSynonyms,NN5,pretrained-small,20,0.5783699059561128,0.4090615741505567
WordSynonyms,NN5,pretrained-small,21,0.5579937304075235,0.4093520855027207
WordSynonyms,NN5,pretrained-small,22,0.5626959247648903,0.3959897125548615
WordSynonyms,NN5,pretrained-small,23,0.5611285266457681,0.38860082558273
WordSynonyms,NN5,pretrained-small,24,0.5611285266457681,0.4105041177877198
WordSynonyms,NN5,pretrained-small,25,0.5721003134796239,0.4079401686382843
WordSynonyms,NN5,pretrained-small,26,0.554858934169279,0.3796844683435374
WordSynonyms,NN5,pretrained-small,27,0.554858934169279,0.3837086680267528
WordSynonyms,NN5,pretrained-small,28,0.5579937304075235,0.4071812434982073
WordSynonyms,NN5,pretrained-small,29,0.5689655172413793,0.3925631827930323
WordSynonyms,NN5,pretrained-small,30,0.5783699059561128,0.4166242634185145
UWaveGestureLibraryX,NN5,pretrained-small,1,0.7805695142378559,0.7780616077796986
UWaveGestureLibraryX,NN5,pretrained-small,2,0.7841987716359575,0.7834484013765359
UWaveGestureLibraryX,NN5,pretrained-small,3,0.794249022892239,0.7923271070065148
UWaveGestureLibraryX,NN5,pretrained-small,4,0.7892238972640983,0.7867415282256525
UWaveGestureLibraryX,NN5,pretrained-small,5,0.7953657174762703,0.7930470058077597
UWaveGestureLibraryX,NN5,pretrained-small,6,0.7844779452819653,0.7825916958116863
UWaveGestureLibraryX,NN5,pretrained-small,7,0.7936906756002233,0.7915323044769799
UWaveGestureLibraryX,NN5,pretrained-small,8,0.7953657174762703,0.7926876595893584
UWaveGestureLibraryX,NN5,pretrained-small,9,0.7967615857063093,0.7951782040501617
UWaveGestureLibraryX,NN5,pretrained-small,10,0.7883863763260748,0.7866677805257261
UWaveGestureLibraryX,NN5,pretrained-small,11,0.8012283640424344,0.79988157337778
UWaveGestureLibraryX,NN5,pretrained-small,12,0.8029034059184813,0.8011763940759262
UWaveGestureLibraryX,NN5,pretrained-small,13,0.7914572864321608,0.7898267917555315
UWaveGestureLibraryX,NN5,pretrained-small,14,0.7989949748743719,0.797286464531657
UWaveGestureLibraryX,NN5,pretrained-small,15,0.7914572864321608,0.790241970772622
UWaveGestureLibraryX,NN5,pretrained-small,16,0.7875488553880514,0.7851471884018991
UWaveGestureLibraryX,NN5,pretrained-small,17,0.7948073701842546,0.7928064519887319
UWaveGestureLibraryX,NN5,pretrained-small,18,0.7908989391401452,0.788662232471947
UWaveGestureLibraryX,NN5,pretrained-small,19,0.804857621440536,0.8032190994726003
UWaveGestureLibraryX,NN5,pretrained-small,20,0.8026242322724735,0.8012361359515929
UWaveGestureLibraryX,NN5,pretrained-small,21,0.7908989391401452,0.7891476869080506
UWaveGestureLibraryX,NN5,pretrained-small,22,0.7936906756002233,0.7919065518892928
UWaveGestureLibraryX,NN5,pretrained-small,23,0.7900614182021217,0.7884300635554584
UWaveGestureLibraryX,NN5,pretrained-small,24,0.7934115019542155,0.7918753141418834
UWaveGestureLibraryX,NN5,pretrained-small,25,0.8012283640424344,0.7992249698945739
UWaveGestureLibraryX,NN5,pretrained-small,26,0.7984366275823562,0.7963388215765528
UWaveGestureLibraryX,NN5,pretrained-small,27,0.798715801228364,0.7966184414924923
UWaveGestureLibraryX,NN5,pretrained-small,28,0.8001116694584032,0.7981227404328457
UWaveGestureLibraryX,NN5,pretrained-small,29,0.809324399776661,0.807900339630445
UWaveGestureLibraryX,NN5,pretrained-small,30,0.8009491903964265,0.7992010379378205
Computers,NN5,pretrained-small,1,0.76,0.76
Computers,NN5,pretrained-small,2,0.74,0.74
Computers,NN5,pretrained-small,3,0.724,0.724
Computers,NN5,pretrained-small,4,0.708,0.708
Computers,NN5,pretrained-small,5,0.736,0.736
Computers,NN5,pretrained-small,6,0.756,0.756
Computers,NN5,pretrained-small,7,0.724,0.724
Computers,NN5,pretrained-small,8,0.744,0.744
Computers,NN5,pretrained-small,9,0.748,0.748
Computers,NN5,pretrained-small,10,0.736,0.736
Computers,NN5,pretrained-small,11,0.756,0.756
Computers,NN5,pretrained-small,12,0.752,0.752
Computers,NN5,pretrained-small,13,0.752,0.752
Computers,NN5,pretrained-small,14,0.74,0.74
Computers,NN5,pretrained-small,15,0.716,0.716
Computers,NN5,pretrained-small,16,0.74,0.74
Computers,NN5,pretrained-small,17,0.708,0.708
Computers,NN5,pretrained-small,18,0.74,0.74
Computers,NN5,pretrained-small,19,0.716,0.716
Computers,NN5,pretrained-small,20,0.712,0.712
Computers,NN5,pretrained-small,21,0.736,0.736
Computers,NN5,pretrained-small,22,0.768,0.768
Computers,NN5,pretrained-small,23,0.74,0.74
Computers,NN5,pretrained-small,24,0.716,0.716
Computers,NN5,pretrained-small,25,0.724,0.724
Computers,NN5,pretrained-small,26,0.744,0.744
Computers,NN5,pretrained-small,27,0.756,0.756
Computers,NN5,pretrained-small,28,0.756,0.756
Computers,NN5,pretrained-small,29,0.728,0.728
Computers,NN5,pretrained-small,30,0.716,0.716
ShapeletSim,NN5,pretrained-small,1,0.8722222222222222,0.8722222222222222
ShapeletSim,NN5,pretrained-small,2,0.8555555555555555,0.8555555555555556
ShapeletSim,NN5,pretrained-small,3,0.8333333333333334,0.8333333333333333
ShapeletSim,NN5,pretrained-small,4,0.8388888888888889,0.8388888888888888
ShapeletSim,NN5,pretrained-small,5,0.9,0.8999999999999999
ShapeletSim,NN5,pretrained-small,6,0.8611111111111112,0.8611111111111112
ShapeletSim,NN5,pretrained-small,7,0.8888888888888888,0.8888888888888888
ShapeletSim,NN5,pretrained-small,8,0.8666666666666667,0.8666666666666667
ShapeletSim,NN5,pretrained-small,9,0.9111111111111112,0.9111111111111112
ShapeletSim,NN5,pretrained-small,10,0.9,0.9
ShapeletSim,NN5,pretrained-small,11,0.8777777777777778,0.8777777777777778
ShapeletSim,NN5,pretrained-small,12,0.8944444444444445,0.8944444444444444
