dataset,method,mode,repetition,accuracy
ProximalPhalanxTW,SVM,fine-tune,6,0.7853658536585366
ProximalPhalanxTW,NN,fine-tune,6,0.7463414634146341
ProximalPhalanxTW,SVM,fine-tune,7,0.7853658536585366
ProximalPhalanxTW,NN,fine-tune,7,0.7414634146341463
ProximalPhalanxTW,SVM,fine-tune,8,0.7853658536585366
ProximalPhalanxTW,NN,fine-tune,8,0.7414634146341463
ProximalPhalanxTW,SVM,fine-tune,9,0.7853658536585366
ProximalPhalanxTW,NN,fine-tune,9,0.7414634146341463
ProximalPhalanxTW,SVM,fine-tune,10,0.7853658536585366
ProximalPhalanxTW,NN,fine-tune,10,0.7365853658536585
ProximalPhalanxTW,SVM,pretrained-small,1,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,1,0.751219512195122
ProximalPhalanxTW,SVM,pretrained-small,2,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,2,0.7560975609756098
ProximalPhalanxTW,SVM,pretrained-small,3,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,3,0.7609756097560976
ProximalPhalanxTW,SVM,pretrained-small,4,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,4,0.7658536585365854
ProximalPhalanxTW,SVM,pretrained-small,5,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,5,0.7707317073170732
ProximalPhalanxTW,SVM,pretrained-small,6,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,6,0.7609756097560976
ProximalPhalanxTW,SVM,pretrained-small,7,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,7,0.7560975609756098
ProximalPhalanxTW,SVM,pretrained-small,8,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,8,0.7609756097560976
ProximalPhalanxTW,SVM,pretrained-small,9,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,9,0.7609756097560976
ProximalPhalanxTW,SVM,pretrained-small,10,0.7902439024390244
ProximalPhalanxTW,NN,pretrained-small,10,0.7658536585365854
FiftyWords,SVM,fine-tune,1,0.3362637362637363
FiftyWords,NN,fine-tune,1,0.45714285714285713
FiftyWords,SVM,fine-tune,2,0.3362637362637363
FiftyWords,NN,fine-tune,2,0.4461538461538462
FiftyWords,SVM,fine-tune,3,0.3362637362637363
FiftyWords,NN,fine-tune,3,0.432967032967033
FiftyWords,SVM,fine-tune,4,0.3362637362637363
FiftyWords,NN,fine-tune,4,0.4021978021978022
FiftyWords,SVM,fine-tune,5,0.3362637362637363
FiftyWords,NN,fine-tune,5,0.43736263736263736
FiftyWords,SVM,fine-tune,6,0.3362637362637363
FiftyWords,NN,fine-tune,6,0.4153846153846154
FiftyWords,SVM,fine-tune,7,0.3362637362637363
FiftyWords,NN,fine-tune,7,0.42637362637362636
FiftyWords,SVM,fine-tune,8,0.3362637362637363
FiftyWords,NN,fine-tune,8,0.4307692307692308
FiftyWords,SVM,fine-tune,9,0.3362637362637363
FiftyWords,NN,fine-tune,9,0.44395604395604393
FiftyWords,SVM,fine-tune,10,0.3362637362637363
FiftyWords,NN,fine-tune,10,0.44395604395604393
FiftyWords,SVM,pretrained-small,1,0.367032967032967
FiftyWords,NN,pretrained-small,1,0.512087912087912
FiftyWords,SVM,pretrained-small,2,0.367032967032967
FiftyWords,NN,pretrained-small,2,0.5208791208791209
FiftyWords,SVM,pretrained-small,3,0.367032967032967
FiftyWords,NN,pretrained-small,3,0.5098901098901099
FiftyWords,SVM,pretrained-small,4,0.367032967032967
FiftyWords,NN,pretrained-small,4,0.5032967032967033
FiftyWords,SVM,pretrained-small,5,0.367032967032967
FiftyWords,NN,pretrained-small,5,0.4879120879120879
FiftyWords,SVM,pretrained-small,6,0.367032967032967
FiftyWords,NN,pretrained-small,6,0.5010989010989011
FiftyWords,SVM,pretrained-small,7,0.367032967032967
FiftyWords,NN,pretrained-small,7,0.4857142857142857
FiftyWords,SVM,pretrained-small,8,0.367032967032967
FiftyWords,NN,pretrained-small,8,0.4879120879120879
FiftyWords,SVM,pretrained-small,9,0.367032967032967
FiftyWords,NN,pretrained-small,9,0.5010989010989011
FiftyWords,SVM,pretrained-small,10,0.367032967032967
FiftyWords,NN,pretrained-small,10,0.4901098901098901
SmallKitchenAppliances,SVM,fine-tune,1,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,1,0.7173333333333334
SmallKitchenAppliances,SVM,fine-tune,2,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,2,0.7226666666666667
SmallKitchenAppliances,SVM,fine-tune,3,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,3,0.7226666666666667
SmallKitchenAppliances,SVM,fine-tune,4,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,4,0.7226666666666667
SmallKitchenAppliances,SVM,fine-tune,5,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,5,0.72
SmallKitchenAppliances,SVM,fine-tune,6,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,6,0.72
SmallKitchenAppliances,SVM,fine-tune,7,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,7,0.72
SmallKitchenAppliances,SVM,fine-tune,8,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,8,0.7226666666666667
SmallKitchenAppliances,SVM,fine-tune,9,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,9,0.7226666666666667
SmallKitchenAppliances,SVM,fine-tune,10,0.7706666666666667
SmallKitchenAppliances,NN,fine-tune,10,0.72
SmallKitchenAppliances,SVM,pretrained-small,1,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,1,0.7333333333333333
SmallKitchenAppliances,SVM,pretrained-small,2,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,2,0.7093333333333334
SmallKitchenAppliances,SVM,pretrained-small,3,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,3,0.7066666666666667
SmallKitchenAppliances,SVM,pretrained-small,4,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,4,0.704
SmallKitchenAppliances,SVM,pretrained-small,5,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,5,0.7066666666666667
SmallKitchenAppliances,SVM,pretrained-small,6,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,6,0.7066666666666667
SmallKitchenAppliances,SVM,pretrained-small,7,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,7,0.704
SmallKitchenAppliances,SVM,pretrained-small,8,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,8,0.6986666666666667
SmallKitchenAppliances,SVM,pretrained-small,9,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,9,0.6933333333333334
SmallKitchenAppliances,SVM,pretrained-small,10,0.7573333333333333
SmallKitchenAppliances,NN,pretrained-small,10,0.6986666666666667
ShapesAll,SVM,fine-tune,1,0.4633333333333333
ShapesAll,NN,fine-tune,1,0.59
ShapesAll,SVM,fine-tune,2,0.4633333333333333
ShapesAll,NN,fine-tune,2,0.595
ShapesAll,SVM,fine-tune,3,0.4633333333333333
ShapesAll,NN,fine-tune,3,0.5933333333333334
ShapesAll,SVM,fine-tune,4,0.4633333333333333
ShapesAll,NN,fine-tune,4,0.57
ShapesAll,SVM,fine-tune,5,0.4633333333333333
ShapesAll,NN,fine-tune,5,0.5866666666666667
ShapesAll,SVM,fine-tune,6,0.4633333333333333
ShapesAll,NN,fine-tune,6,0.58
ShapesAll,SVM,fine-tune,7,0.4633333333333333
ShapesAll,NN,fine-tune,7,0.5883333333333334
ShapesAll,SVM,fine-tune,8,0.4633333333333333
ShapesAll,NN,fine-tune,8,0.58
ShapesAll,SVM,fine-tune,9,0.4633333333333333
ShapesAll,NN,fine-tune,9,0.5783333333333334
ShapesAll,SVM,fine-tune,10,0.4633333333333333
ShapesAll,NN,fine-tune,10,0.585
ShapesAll,SVM,pretrained-small,1,0.4533333333333333
ShapesAll,NN,pretrained-small,1,0.5716666666666667
ShapesAll,SVM,pretrained-small,2,0.4533333333333333
ShapesAll,NN,pretrained-small,2,0.565
ShapesAll,SVM,pretrained-small,3,0.4533333333333333
ShapesAll,NN,pretrained-small,3,0.57
ShapesAll,SVM,pretrained-small,4,0.4533333333333333
ShapesAll,NN,pretrained-small,4,0.5533333333333333
ShapesAll,SVM,pretrained-small,5,0.4533333333333333
ShapesAll,NN,pretrained-small,5,0.565
ShapesAll,SVM,pretrained-small,6,0.4533333333333333
ShapesAll,NN,pretrained-small,6,0.545
ShapesAll,SVM,pretrained-small,7,0.4533333333333333
ShapesAll,NN,pretrained-small,7,0.5733333333333334
ShapesAll,SVM,pretrained-small,8,0.4533333333333333
ShapesAll,NN,pretrained-small,8,0.57
ShapesAll,SVM,pretrained-small,9,0.4533333333333333
ShapesAll,NN,pretrained-small,9,0.5683333333333334
ShapesAll,SVM,pretrained-small,10,0.4533333333333333
ShapesAll,NN,pretrained-small,10,0.5633333333333334
Lightning2,SVM,fine-tune,1,0.639344262295082
Lightning2,NN,fine-tune,1,0.6721311475409836
Lightning2,SVM,fine-tune,2,0.639344262295082
Lightning2,NN,fine-tune,2,0.6885245901639344
Lightning2,SVM,fine-tune,3,0.639344262295082
Lightning2,NN,fine-tune,3,0.6885245901639344
Lightning2,SVM,fine-tune,4,0.639344262295082
Lightning2,NN,fine-tune,4,0.6885245901639344
Lightning2,SVM,fine-tune,5,0.639344262295082
Lightning2,NN,fine-tune,5,0.6885245901639344
Lightning2,SVM,fine-tune,6,0.639344262295082
Lightning2,NN,fine-tune,6,0.6885245901639344
Lightning2,SVM,fine-tune,7,0.639344262295082
Lightning2,NN,fine-tune,7,0.6885245901639344
Lightning2,SVM,fine-tune,8,0.639344262295082
Lightning2,NN,fine-tune,8,0.6885245901639344
Lightning2,SVM,fine-tune,9,0.639344262295082
Lightning2,NN,fine-tune,9,0.6885245901639344
Lightning2,SVM,fine-tune,10,0.639344262295082
Lightning2,NN,fine-tune,10,0.6885245901639344
Lightning2,SVM,pretrained-small,1,0.5409836065573771
Lightning2,NN,pretrained-small,1,0.7377049180327869
Lightning2,SVM,pretrained-small,2,0.5409836065573771
Lightning2,NN,pretrained-small,2,0.7377049180327869
Lightning2,SVM,pretrained-small,3,0.5409836065573771
Lightning2,NN,pretrained-small,3,0.7377049180327869
Lightning2,SVM,pretrained-small,4,0.5409836065573771
Lightning2,NN,pretrained-small,4,0.7377049180327869
Lightning2,SVM,pretrained-small,5,0.5409836065573771
Lightning2,NN,pretrained-small,5,0.7540983606557377
Lightning2,SVM,pretrained-small,6,0.5409836065573771
Lightning2,NN,pretrained-small,6,0.7540983606557377
Lightning2,SVM,pretrained-small,7,0.5409836065573771
Lightning2,NN,pretrained-small,7,0.7540983606557377
Lightning2,SVM,pretrained-small,8,0.5409836065573771
Lightning2,NN,pretrained-small,8,0.7540983606557377
Lightning2,SVM,pretrained-small,9,0.5409836065573771
Lightning2,NN,pretrained-small,9,0.7540983606557377
Lightning2,SVM,pretrained-small,10,0.5409836065573771
Lightning2,NN,pretrained-small,10,0.7540983606557377
SwedishLeaf,NN,fine-tune-5,1,0.9232,0.9245416764671422
SwedishLeaf,NN,fine-tune-5,2,0.904,0.9058657503999118
SwedishLeaf,NN,fine-tune-5,3,0.912,0.9146235063005249
SwedishLeaf,NN,fine-tune-5,4,0.9136,0.9153731948452446
SwedishLeaf,NN,fine-tune-5,5,0.8896,0.8937073857511283
SwedishLeaf,NN,fine-tune-5,6,0.9008,0.9040080685052273
SwedishLeaf,NN,fine-tune-5,7,0.9072,0.9095105646288414
SwedishLeaf,NN,fine-tune-5,8,0.9104,0.9124249725432494
SwedishLeaf,NN,fine-tune-5,9,0.904,0.9067337601129065
SwedishLeaf,NN,fine-tune-5,10,0.904,0.9065282682052869
SwedishLeaf,NN,pretrained-tiny,1,0.9072,0.9102057229637514
SwedishLeaf,NN,pretrained-tiny,2,0.8928,0.8954978428210885
SwedishLeaf,NN,pretrained-tiny,3,0.8832,0.885857164919541
SwedishLeaf,NN,pretrained-tiny,4,0.9008,0.9021700273504158
SwedishLeaf,NN,pretrained-tiny,5,0.8944,0.8967259751672334
SwedishLeaf,NN,pretrained-tiny,6,0.8848,0.8879008830132129
SwedishLeaf,NN,pretrained-tiny,7,0.9056,0.9067679169853083
SwedishLeaf,NN,pretrained-tiny,8,0.8928,0.8967391055840904
SwedishLeaf,NN,pretrained-tiny,9,0.8944,0.8962754031949222
SwedishLeaf,NN,pretrained-tiny,10,0.8864,0.8901645690406098
FaceFour,NN,fine-tune-5,1,0.7159090909090909,0.7273976023976024
FaceFour,NN,fine-tune-5,2,0.7272727272727273,0.75
FaceFour,NN,fine-tune-5,3,0.7159090909090909,0.7209040959040959
FaceFour,NN,fine-tune-5,4,0.7386363636363636,0.7483766233766234
FaceFour,NN,fine-tune-5,5,0.6818181818181818,0.6933066933066934
FaceFour,NN,fine-tune-5,6,0.6363636363636364,0.6530969030969032
FaceFour,NN,fine-tune-5,7,0.6136363636363636,0.6108891108891109
FaceFour,NN,fine-tune-5,8,0.6363636363636364,0.6565934065934066
FaceFour,NN,fine-tune-5,9,0.6363636363636364,0.6548451548451549
FaceFour,NN,fine-tune-5,10,0.6363636363636364,0.6513486513486514
FaceFour,NN,pretrained-tiny,1,0.8977272727272727,0.9082167832167832
FaceFour,NN,pretrained-tiny,2,0.8636363636363636,0.8776223776223777
FaceFour,NN,pretrained-tiny,3,0.875,0.8854895104895104
FaceFour,NN,pretrained-tiny,4,0.7613636363636364,0.7840909090909091
FaceFour,NN,pretrained-tiny,5,0.875,0.8854895104895104
FaceFour,NN,pretrained-tiny,6,0.8295454545454546,0.8435314685314685
FaceFour,NN,pretrained-tiny,7,0.7727272727272727,0.791958041958042
FaceFour,NN,pretrained-tiny,8,0.7954545454545454,0.8146853146853147
FaceFour,NN,pretrained-tiny,9,0.75,0.7762237762237763
FaceFour,NN,pretrained-tiny,10,0.7613636363636364,0.7840909090909091
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,1,0.697594501718213,0.7102409638554217
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,2,0.7525773195876289,0.7525060240963856
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,3,0.7353951890034365,0.7364578313253012
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,4,0.738831615120275,0.7394698795180723
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,5,0.7422680412371134,0.7424819277108434
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,6,0.7285223367697594,0.7106746987951806
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,7,0.7663230240549829,0.7685060240963856
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,8,0.7457044673539519,0.7415421686746988
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,9,0.7525773195876289,0.7525060240963856
MiddlePhalanxOutlineCorrect,NN,fine-tune-5,10,0.7628865979381443,0.7585783132530121
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,1,0.8041237113402062,0.782867469879518
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,2,0.7972508591065293,0.7896867469879518
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,3,0.8178694158075601,0.8107228915662651
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,4,0.8144329896907216,0.8057349397590361
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,5,0.8041237113402062,0.7947228915662651
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,6,0.8075601374570447,0.800698795180723
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,7,0.8178694158075601,0.8097349397590361
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,8,0.8247422680412371,0.820698795180723
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,9,0.7938144329896907,0.7856867469879518
MiddlePhalanxOutlineCorrect,NN,pretrained-tiny,10,0.8109965635738832,0.7928433734939759
PigArtPressure,NN,fine-tune-5,1,0.8942307692307693,0.8942307692307693
PigArtPressure,NN,fine-tune-5,2,0.8894230769230769,0.8894230769230769
PigArtPressure,NN,fine-tune-5,3,0.8653846153846154,0.8653846153846154
PigArtPressure,NN,fine-tune-5,4,0.8317307692307693,0.8317307692307693
PigArtPressure,NN,fine-tune-5,5,0.8894230769230769,0.8894230769230769
PigArtPressure,NN,fine-tune-5,6,0.875,0.875
PigArtPressure,NN,fine-tune-5,7,0.8798076923076923,0.8798076923076923
PigArtPressure,NN,fine-tune-5,8,0.8894230769230769,0.8894230769230769
PigArtPressure,NN,fine-tune-5,9,0.875,0.875
PigArtPressure,NN,fine-tune-5,10,0.8894230769230769,0.8894230769230769
PigArtPressure,NN,pretrained-tiny,1,0.5961538461538461,0.5961538461538461
PigArtPressure,NN,pretrained-tiny,2,0.625,0.625
PigArtPressure,NN,pretrained-tiny,3,0.6682692307692307,0.6682692307692307
PigArtPressure,NN,pretrained-tiny,4,0.625,0.625
PigArtPressure,NN,pretrained-tiny,5,0.6105769230769231,0.6105769230769231
PigArtPressure,NN,pretrained-tiny,6,0.5865384615384616,0.5865384615384616
PigArtPressure,NN,pretrained-tiny,7,0.6730769230769231,0.6730769230769231
PigArtPressure,NN,pretrained-tiny,8,0.6105769230769231,0.6105769230769231
PigArtPressure,NN,pretrained-tiny,9,0.6634615384615384,0.6634615384615384
PigArtPressure,NN,pretrained-tiny,10,0.6490384615384616,0.6490384615384616
Herring,NN,fine-tune-5,1,0.6875,0.6700404858299596
Herring,NN,fine-tune-5,2,0.625,0.5809716599190283
Herring,NN,fine-tune-5,3,0.671875,0.6568825910931173
Herring,NN,fine-tune-5,4,0.640625,0.618421052631579
Herring,NN,fine-tune-5,5,0.703125,0.6771255060728745
Herring,NN,fine-tune-5,6,0.6875,0.6639676113360324
Herring,NN,fine-tune-5,7,0.75,0.7348178137651822
Herring,NN,fine-tune-5,8,0.640625,0.6123481781376519
Herring,NN,fine-tune-5,9,0.640625,0.6062753036437247
Herring,NN,fine-tune-5,10,0.640625,0.618421052631579
Herring,NN,pretrained-tiny,1,0.59375,0.597165991902834
Herring,NN,pretrained-tiny,2,0.5625,0.5526315789473684
Herring,NN,pretrained-tiny,3,0.546875,0.5637651821862348
Herring,NN,pretrained-tiny,4,0.59375,0.5789473684210527
Herring,NN,pretrained-tiny,5,0.578125,0.5050607287449392
Herring,NN,pretrained-tiny,6,0.59375,0.5121457489878543
Herring,NN,pretrained-tiny,7,0.578125,0.4989878542510121
Herring,NN,pretrained-tiny,8,0.609375,0.5738866396761134
Herring,NN,pretrained-tiny,9,0.59375,0.5364372469635628
Herring,NN,pretrained-tiny,10,0.59375,0.5546558704453441
PowerCons,NN,fine-tune-5,1,0.95,0.95
PowerCons,NN,fine-tune-5,2,0.9388888888888889,0.9388888888888889
PowerCons,NN,fine-tune-5,3,0.9333333333333333,0.9333333333333333
PowerCons,NN,fine-tune-5,4,0.9444444444444444,0.9444444444444444
PowerCons,NN,fine-tune-5,5,0.9388888888888889,0.9388888888888889
PowerCons,NN,fine-tune-5,6,0.9388888888888889,0.9388888888888889
PowerCons,NN,fine-tune-5,7,0.9277777777777778,0.9277777777777778
PowerCons,NN,fine-tune-5,8,0.9555555555555556,0.9555555555555556
PowerCons,NN,fine-tune-5,9,0.9333333333333333,0.9333333333333333
PowerCons,NN,fine-tune-5,10,0.9444444444444444,0.9444444444444444
PowerCons,NN,pretrained-tiny,1,0.9222222222222223,0.9222222222222223
PowerCons,NN,pretrained-tiny,2,0.9222222222222223,0.9222222222222223
PowerCons,NN,pretrained-tiny,3,0.9222222222222223,0.9222222222222223
PowerCons,NN,pretrained-tiny,4,0.9222222222222223,0.9222222222222223
PowerCons,NN,pretrained-tiny,5,0.9388888888888889,0.9388888888888889
PowerCons,NN,pretrained-tiny,6,0.9277777777777778,0.9277777777777778
PowerCons,NN,pretrained-tiny,7,0.9222222222222223,0.9222222222222223
PowerCons,NN,pretrained-tiny,8,0.9277777777777778,0.9277777777777778
PowerCons,NN,pretrained-tiny,9,0.9388888888888889,0.9388888888888889
PowerCons,NN,pretrained-tiny,10,0.9166666666666666,0.9166666666666666
Fish,NN,fine-tune-5,1,0.8114285714285714,0.8102770136267672
Fish,NN,fine-tune-5,2,0.8,0.7986103469601006
Fish,NN,fine-tune-5,3,0.8114285714285714,0.8130998230013008
Fish,NN,fine-tune-5,4,0.8285714285714286,0.8278648199091548
Fish,NN,fine-tune-5,5,0.8171428571428572,0.8172467105964641
Fish,NN,fine-tune-5,6,0.8228571428571428,0.8215073678374171
Fish,NN,fine-tune-5,7,0.8,0.800350905252383
Fish,NN,fine-tune-5,8,0.8228571428571428,0.8225958032115667
Fish,NN,fine-tune-5,9,0.7885714285714286,0.7863403919561555
Fish,NN,fine-tune-5,10,0.8171428571428572,0.8167794766809544
Fish,NN,pretrained-tiny,1,0.84,0.8352711492120359
Fish,NN,pretrained-tiny,2,0.6742857142857143,0.6746609302028022
Fish,NN,pretrained-tiny,3,0.84,0.8320714179088562
Fish,NN,pretrained-tiny,4,0.6228571428571429,0.6154710724415159
Fish,NN,pretrained-tiny,5,0.8457142857142858,0.8410466380909731
Fish,NN,pretrained-tiny,6,0.7085714285714285,0.6970500927643785
Fish,NN,pretrained-tiny,7,0.88,0.8774610282984668
Fish,NN,pretrained-tiny,8,0.84,0.8336477725886592
Fish,NN,pretrained-tiny,9,0.8571428571428571,0.8515979997014479
Fish,NN,pretrained-tiny,10,0.8457142857142858,0.840364873222016
LargeKitchenAppliances,NN,fine-tune-5,1,0.6853333333333333,0.6853333333333333
LargeKitchenAppliances,NN,fine-tune-5,2,0.6746666666666666,0.6746666666666666
LargeKitchenAppliances,NN,fine-tune-5,3,0.672,0.672
LargeKitchenAppliances,NN,fine-tune-5,4,0.6826666666666666,0.6826666666666666
LargeKitchenAppliances,NN,fine-tune-5,5,0.6533333333333333,0.6533333333333333
LargeKitchenAppliances,NN,fine-tune-5,6,0.688,0.6880000000000001
LargeKitchenAppliances,NN,fine-tune-5,7,0.6666666666666666,0.6666666666666666
LargeKitchenAppliances,NN,fine-tune-5,8,0.696,0.6960000000000001
LargeKitchenAppliances,NN,fine-tune-5,9,0.6746666666666666,0.6746666666666666
LargeKitchenAppliances,NN,fine-tune-5,10,0.688,0.6880000000000001
LargeKitchenAppliances,NN,pretrained-tiny,1,0.7413333333333333,0.7413333333333334
LargeKitchenAppliances,NN,pretrained-tiny,2,0.7706666666666667,0.7706666666666667
LargeKitchenAppliances,NN,pretrained-tiny,3,0.7493333333333333,0.7493333333333334
LargeKitchenAppliances,NN,pretrained-tiny,4,0.776,0.7760000000000001
LargeKitchenAppliances,NN,pretrained-tiny,5,0.7386666666666667,0.7386666666666667
LargeKitchenAppliances,NN,pretrained-tiny,6,0.7626666666666667,0.7626666666666667
LargeKitchenAppliances,NN,pretrained-tiny,7,0.7573333333333333,0.7573333333333334
LargeKitchenAppliances,NN,pretrained-tiny,8,0.768,0.7680000000000001
LargeKitchenAppliances,NN,pretrained-tiny,9,0.776,0.7760000000000001
LargeKitchenAppliances,NN,pretrained-tiny,10,0.752,0.7520000000000001
InsectEPGSmallTrain,NN,fine-tune-5,1,0.9477911646586346,0.951310861423221
InsectEPGSmallTrain,NN,fine-tune-5,2,0.9357429718875502,0.9400749063670412
InsectEPGSmallTrain,NN,fine-tune-5,3,0.9116465863453815,0.9176029962546816
InsectEPGSmallTrain,NN,fine-tune-5,4,0.9598393574297188,0.9583556268949528
InsectEPGSmallTrain,NN,fine-tune-5,5,0.9236947791164659,0.9288389513108615
InsectEPGSmallTrain,NN,fine-tune-5,6,0.9196787148594378,0.9250936329588014
InsectEPGSmallTrain,NN,fine-tune-5,7,0.9357429718875502,0.9400749063670412
InsectEPGSmallTrain,NN,fine-tune-5,8,0.927710843373494,0.9325842696629213
InsectEPGSmallTrain,NN,fine-tune-5,9,0.9196787148594378,0.9250936329588014
InsectEPGSmallTrain,NN,fine-tune-5,10,0.9196787148594378,0.9250936329588014
InsectEPGSmallTrain,NN,pretrained-tiny,1,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,2,0.9959839357429718,0.99625468164794
InsectEPGSmallTrain,NN,pretrained-tiny,3,0.9959839357429718,0.99625468164794
InsectEPGSmallTrain,NN,pretrained-tiny,4,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,5,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,6,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,7,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,8,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,9,0.9919678714859438,0.9925093632958801
InsectEPGSmallTrain,NN,pretrained-tiny,10,0.9919678714859438,0.9925093632958801
EOGVerticalSignal,NN,fine-tune-5,1,0.19613259668508287,0.1946607341490545
EOGVerticalSignal,NN,fine-tune-5,2,0.19337016574585636,0.19196638240019778
EOGVerticalSignal,NN,fine-tune-5,3,0.20165745856353592,0.20021628970461006
EOGVerticalSignal,NN,fine-tune-5,4,0.19613259668508287,0.1946607341490545
EOGVerticalSignal,NN,fine-tune-5,5,0.16574585635359115,0.1646304535904091
EOGVerticalSignal,NN,fine-tune-5,6,0.20718232044198895,0.20568223952539857
EOGVerticalSignal,NN,fine-tune-5,7,0.20165745856353592,0.20022246941045607
EOGVerticalSignal,NN,fine-tune-5,8,0.1878453038674033,0.18660239772586826
EOGVerticalSignal,NN,fine-tune-5,9,0.21823204419889503,0.21670374490174268
EOGVerticalSignal,NN,fine-tune-5,10,0.1878453038674033,0.18650043257940926
EOGVerticalSignal,NN,pretrained-tiny,1,0.16574585635359115,0.16509702138178223
EOGVerticalSignal,NN,pretrained-tiny,2,0.18232044198895028,0.1818532937832159
EOGVerticalSignal,NN,pretrained-tiny,3,0.1685082872928177,0.16823940180447408
EOGVerticalSignal,NN,pretrained-tiny,4,0.1574585635359116,0.1567636880484489
EOGVerticalSignal,NN,pretrained-tiny,5,0.1878453038674033,0.18669200346063528
EOGVerticalSignal,NN,pretrained-tiny,6,0.18232044198895028,0.18194289951798293
EOGVerticalSignal,NN,pretrained-tiny,7,0.1850828729281768,0.1849122481769868
EOGVerticalSignal,NN,pretrained-tiny,8,0.19337016574585636,0.19298912371771104
EOGVerticalSignal,NN,pretrained-tiny,9,0.1878453038674033,0.18759424051415152
EOGVerticalSignal,NN,pretrained-tiny,10,0.19337016574585636,0.19251637622049186
SonyAIBORobotSurface2,NN,fine-tune-5,1,0.7250786988457503,0.6790210604789861
SonyAIBORobotSurface2,NN,fine-tune-5,2,0.7345225603357818,0.6955060106234274
SonyAIBORobotSurface2,NN,fine-tune-5,3,0.7313746065057712,0.7038649706457926
SonyAIBORobotSurface2,NN,fine-tune-5,4,0.7124868835257083,0.6906369397073898
SonyAIBORobotSurface2,NN,fine-tune-5,5,0.7166841552990556,0.6940383002516075
SonyAIBORobotSurface2,NN,fine-tune-5,6,0.7177334732423925,0.694888640387662
SonyAIBORobotSurface2,NN,fine-tune-5,7,0.720881427072403,0.6964006150405367
SonyAIBORobotSurface2,NN,fine-tune-5,8,0.7187827911857293,0.694699934768428
SonyAIBORobotSurface2,NN,fine-tune-5,9,0.7187827911857293,0.6952194576460722
SonyAIBORobotSurface2,NN,fine-tune-5,10,0.7198321091290661,0.6960697977821266
SonyAIBORobotSurface2,NN,pretrained-tiny,1,0.7754459601259182,0.7603601714658466
SonyAIBORobotSurface2,NN,pretrained-tiny,2,0.7639034627492131,0.743733109682229
SonyAIBORobotSurface2,NN,pretrained-tiny,3,0.7639034627492131,0.738537880905787
SonyAIBORobotSurface2,NN,pretrained-tiny,4,0.7670514165792235,0.7442060385798155
